Pre: AnchorPointSelector
Pre: PointTracker
Pre: EyeExtractor
Gaze: GazeTracker
Post: FrogGame
0,0,19:13:21
0,0,19:13:21
0,0,19:13:21
0,0,19:13:21
0,0,19:13:21
0,0,19:13:21
0,0,19:13:21
0,0,19:13:21
0,0,19:13:21
0,0,19:13:21
0,0,19:13:21
0,0,19:13:21
0,0,19:13:21
0,0,19:13:22
0,0,19:13:22
0,0,19:13:22
0,0,19:13:22
0,0,19:13:22
0,0,19:13:22
0,0,19:13:22
0,0,19:13:22
0,0,19:13:22
0,0,19:13:22
0,0,19:13:22
0,0,19:13:22
0,0,19:13:22
0,0,19:13:22
0,0,19:13:22
0,0,19:13:22
0,0,19:13:22
0,0,19:13:22
0,0,19:13:22
0,0,19:13:22
0,0,19:13:22
0,0,19:13:22
0,0,19:13:22
0,0,19:13:22
0,0,19:13:22
0,0,19:13:22
0,0,19:13:22
0,0,19:13:22
0,0,19:13:22
0,0,19:13:22
0,0,19:13:23
0,0,19:13:23
0,0,19:13:23
0,0,19:13:23
0,0,19:13:23
0,0,19:13:23
0,0,19:13:23
0,0,19:13:23
Choosing points
0,0,19:13:23
0,0,19:13:23
0,0,19:13:23
0,0,19:13:23
0,0,19:13:23
0,0,19:13:23
0,0,19:13:23
0,0,19:13:23
0,0,19:13:23
0,0,19:13:23
0,0,19:13:23
0,0,19:13:23
0,0,19:13:23
0,0,19:13:23
0,0,19:13:23
0,0,19:13:23
0,0,19:13:23
0,0,19:13:23
0,0,19:13:23
0,0,19:13:23
0,0,19:13:23
0,0,19:13:23
0,0,19:13:24
0,0,19:13:24
Choosing calibration
0,0,19:13:24
0,0,19:13:24
0,0,19:13:24
0,0,19:13:24
0,0,19:13:24
0,0,19:13:24
0,0,19:13:24
0,0,19:13:24
0,0,19:13:24
0,0,19:13:24
0,0,19:13:24
0,0,19:13:24
0,0,19:13:24
0,0,19:13:24
0,0,19:13:24
0,0,19:13:24
0,0,19:13:24
0,0,19:13:24
0,0,19:13:24
0,0,19:13:24
0,0,19:13:24
0,0,19:13:24
0,0,19:13:24
0,0,19:13:24
0,0,19:13:24
0,0,19:13:24
0,0,19:13:24
0,0,19:13:24
0,0,19:13:25
Calibration ended
92,58,19:13:25
92,58,19:13:25
92,58,19:13:25
92,58,19:13:25
92,58,19:13:25
92,58,19:13:25
92,58,19:13:25
92,58,19:13:25
92,58,19:13:25
92,58,19:13:25
92,58,19:13:25
92,58,19:13:25
92,58,19:13:25
92,58,19:13:25
92,58,19:13:25
92,58,19:13:25
92,58,19:13:25
92,58,19:13:25
92,58,19:13:25
92,58,19:13:25
92,58,19:13:25
92,58,19:13:25
92,58,19:13:25
92,58,19:13:25
92,58,19:13:25
92,58,19:13:25
92,58,19:13:25
92,58,19:13:25
92,58,19:13:25
92,58,19:13:26
Calibration ended
92,599,19:13:26
92,565,19:13:26
92,605,19:13:26
92,602,19:13:26
92,604,19:13:26
92,610,19:13:26
92,613,19:13:26
92,603,19:13:26
92,635,19:13:26
92,694,19:13:26
92,703,19:13:26
92,701,19:13:26
92,706,19:13:26
92,710,19:13:26
